"unique_key","Entity","etr_24m","application_total_12M","application_total_24M","max_amount_approved_12M","PF_TOTAL_OS_12","ALL_PROD_STATWPRT3","UNSEC_TOTAL_LIMIT_12","CC_AVG_MIAGE1_OS_24","PL_MONS_INC_BALANCE_GE1_3M","AF_MONS_INC_BALANCE_GE1_3M","SEC_TOTAL_MIAGE1_OS_24","ALL_MIN_MIAGE1_OS_12","AF_MAX_MIAGE1_OS_6","UNSEC_AVG_MIAGE1_OS_12","AF_AVG_BALANCE_GE1_DEC_24M","PL_AVG_MIAGE1_OS_1","SEC_MIA_GE1_24","MIA1_ALLPROD_STATOK24","MIA1_ALLPROD_STATOK6","MIA1FACILITY_TYPE6","ALL_AVG_BALANCE_ALL_DEC_6M","ALL_AVG_BALANCE_ALL_INC_6M","PERC_MIA_TOTOS_M6TO24","PF_MONS_INC_BALANCE_ALL_6M","CC_PROD_ALLSTAT24","PL_PROD_ALLSTAT3","AF_PROD_ALLSTAT3","SEC_PROD_ALLSTAT24","ALL_PROD_ALLSTAT12","AF_PROD_ALLSTAT6","UNSEC_PROD_ALLSTAT12","AF_PROD_ALLSTAT24","PL_PROD_ALLSTAT1","ALL_PROD_STATOK24","ALL_PROD_ALLSTAT6","enq12ctos"
"870813105563","22327110","","","1","","211165","","773724","0","","","","","","","-695.8","","0","1","","","-1926.6","","","","3","1","1","2","7","1","5","1","1","7","7","1"
"870813146066","26799011","","","","","484388","","756000","","1","2","","4327","","4387.5","-603.3333333","","0","1","1","OTLNFNCE","-444.5","340.3333333","0.017644781","4","","1","2","2","4","2","2","2","1","3","4","1"
"870814025290","26114712","","","5","","","","","","","","954198","6915","112817","","-1505.555556","","12","8","6","PCPASCAR","-1314.5","751","0.111534258","","","","1","8","8","1","","1","","8","8","0"
"870814145233","21891945","","1","1","40000","459274","","529420","","","","","","","","","","0","","","","-444.75","38875","","2","","1","","1","3","","2","","1","3","3","1"
"870814526394","22168894","","1","2","30000","1316208","","1467432","","","","","","","","","","0","","","","-674.5","9466.666667","","2","2","1","","","4","","4","","1","4","4","1"
"870815526193","23120909","","1","1","52239","690057","","699021","","","","","51884","","51884","","","0","1","1","OTLNFNCE","-118.5","123","0.063986069","1","","","","","2","","2","","","2","2","0"
"870816025294","26206318","","","","","1388326","","2297196","","","","","","","","-13700","","0","","","","-557.3333333","469.5","","2","","2","","1","3","","3","1","2","3","3","0"
"870816145499","24954172","","","","","264013","","204000","","","","","21590","","22001.08333","","","0","1","1","OTLNFNCE","","42.4","0.254597181","5","","","","","1","","1","","","1","1","3"
"870817015207","23520298","","","","","","","324000","","","2","","","","","-1358.933333","","0","","","","-1895.75","1653","","","3","","1","3","6","1","3","1","","6","6","1"
"870817015223","24723404","","8","14","100000","381217","","670668","","1","1","","1805","","1873","-6518.4","","0","1","1","OTLNFNCE","-26531.33333","259.5","0.003681145","","","3","1","2","6","1","5","2","3","6","6","3"
"870817565145","25316738","","4","5","4000","92566","","255579","","","","","","","","","","0","","","","-223","56","","1","2","1","","","3","","3","","1","3","3","3"
"870818035605","23399377","","","3","","","","","","","","","","","","","","0","","","","","546.8","","","","","","1","1","","","","","1","1","0"
"870818035605","23399377","","","3","","","","","","","","","","","","","","0","","","","","546.8","","","","","","1","1","","","","","1","1","0"
"870819015737","23829138","","6","11","","343414","","396612","","","","269848","15209","","15209","-3099.611111","","3","4","1","OTLNFNCE","-5053","","0.002561569","","1","","2","3","7","2","4","2","","8","6","5"
"870819035324","22481956","","","2","","","","","","","","637769","120638","123361","","-1266","","12","2","1","PCPASCAR","-968","442.5","0.126604679","","","","3","3","3","3","","3","","2","3","0"
"870819145953","25995241","","","1","","13644","","103212","","","","68514","21600","21600","","-736.0625","","3","1","1","PCPASCAR","-1890.25","3802","0.035913389","1","","","1","1","4","1","3","1","","1","4","1"
"870819295564","26838678","","","","","333718","","387372","","","","","27662","","27809.83333","","","0","2","2","OTLNFNCE","","27","0.252188564","5","","","","","2","","2","","","2","2","0"
"870820385284","22870015","","2","7","","604225","","984108","","","","","13542","","14703.08333","-1457.666667","","0","1","1","OTLNFNCE","-2128","","0.010613398","","","3","1","3","6","1","4","2","3","7","6","2"
"870821115411","25335225","","4","5","","882917","","1111788","25","","","","","","","-667.4210526","","0","1","","","-1254.5","59666","","","1","","4","5","7","4","2","4","","6","7","0"
"870821495311","27226927","","","","","168276","","765600","25473","","","27345","13913","","14023","-2024.363636","","2","3","1","OTLNFNCE","-1202","2328","0.016723002","5","4","","","2","7","1","5","1","","7","7","1"
"870822035376","24737423","","1","5","80000","2285103","","2582000","","","","","","","","-600.375","","0","","","","-1768.8","","","","1","1","1","1","4","1","3","1","1","5","3","1"
"870822495698","17627459","","","","","0","","360000","","","","","","","","-563.0666667","","0","","","","-515.5","144","","","","","1","1","2","1","1","1","","1","2","0"
"870823015537","26725648","","1","2","39000","","","1544400","","","","","","","","","","0","","","","-734.75","3351","","","4","","","2","5","","3","","","6","5","2"
"870824075478","25344783","","","4","","610511","","948000","","","","","","","","-644.2857143","","0","","","","-260.3333333","1179","","","2","1","","1","3","","3","1","1","4","3","1"
"870824086003","24995655","","1","2","150000","1564514","","2002333","","","","","10986","","11014.33333","","","0","1","","","-1428.333333","963","","","2","1","","4","7","","5","","1","8","7","0"
"870824105710","28484795","","1","3","","3294","","78130","","","","4455","2171","","92","-455.3571429","","2","2","","","-62","1414.666667","","","2","","","2","6","","4","1","","6","4","2"
"870824295593","26409291","","","1","","","","80000","","","","","","","","-2874.043478","","0","","","","-3445.4","","","","1","","3","3","4","3","1","3","","4","3","1"
"870826025829","23640761","","4","9","51000","","","","","","","176718","2000","53434","","-481.2857143","","21","3","3","PCPASCAR","-400","24829","0.253595924","","","","2","3","3","2","","2","","3","3","0"
"870826025829","23640761","","4","9","51000","","","","","","","219357","2000","53434","","-473","","21","3","2","PCPASCAR","-389.25","266","0.340290158","","","","2","3","3","2","","2","","3","3","0"
"870826025829","23640761","","4","9","51000","","","","","","","176718","2000","53434","","-481.2857143","","21","3","3","PCPASCAR","-400","24829","0.253595924","","","","2","3","3","2","","2","","3","3","0"
"870826025829","23640761","","4","9","51000","","","","","","","219357","2000","53434","","-473","","21","3","2","PCPASCAR","-389.25","266","0.340290158","","","","2","3","3","2","","2","","3","3","0"
"870826066049","18155239","","11","11","731770","0","","343800","","","","647945","84538","","","-7349.285714","","7","5","1","HSLNFNCE","-2131.5","85696.33333","0.0216019","","4","","1","3","10","1","7","2","","10","6","5"
"870827496083","23939137","","11","29","","473226","","1175889","","1","","","","","","-390.7058824","","0","","","","-2104.333333","494.5","","3","2","2","1","3","7","1","4","1","2","7","7","5"
"870828135634","24627867","","2","2","56477","","","40000","","","","","","","","-471.9333333","","0","","","","-439.2","","","","1","","1","2","2","1","1","2","","3","2","4"
"870828435231","28134277","","","","","","1","223400","31494.82353","","","1029595","27936","","31394.33333","","","7","1","","CRDTCARD","-977.6","","0.045896621","","2","","","1","3","","2","","","1","2","0"
"870828525667","22326860","","3","4","36000","324352","","843610","10351.83333","1","","","","","","","","0","2","","","-3944.666667","6927.5","","2","2","1","","","5","","5","","1","6","5","3"
"870829015159","23140900","","9","15","200000","612277","","626748","","","","7","0","","","-1498.75","","2","1","","","-1592.75","200736","","","","","1","2","3","1","1","1","","3","2","5"
"870830385237","26607593","","","","","367041","","725880","","","","","","","","-781.8235294","","0","1","","","-1385.8","","","","","1","1","1","3","1","2","1","1","4","3","1"
"870831235791","22748376","","1","2","","892135","","1806000","20981.25","2","","1468517","42864","","53873","-1077.5","","7","4","2","OTLNFNCE","","1692.6","0.015515241","5","2","2","1","4","8","1","5","1","2","9","8","1"
"870831235951","24356630","","1","2","","134456","","380556","","","","","","","","-1000.5","","0","","","","-1565","559","","1","2","1","1","2","5","1","3","1","1","5","5","0"
"870831565221","23342117","","1","5","","2468339","","2562816","","","","","","","","","","0","","","","-804.6","","","","1","","","","3","","3","","","4","3","1"
"870901145020","23821314","","","3","","523641","","1414320","25","","","","","","","","","0","1","","","-2606","2355","","","6","","","2","7","","5","","","9","7","3"
"870901145020","23821314","","","3","","523641","","1414320","25","","","","","","","","","0","1","","","-2606","2355","","","6","","","2","7","","5","","","9","7","3"
"870901385358","21418172","","3","9","4030","2229527","","2787336","","","","","","","","-374.125","","0","","","","-1218.75","690","","","","4","2","5","11","2","6","2","4","10","11","1"
"870903435582","23379704","","","1","","215589","","1548000","","","","","","","","","","0","","","","-604.8","","","","2","6","1","1","9","1","8","1","6","4","9","0"
"870904045244","25288171","","","","","","","935500","","","","842","842","842","","-910.1666667","","1","1","1","PCPASCAR","-3237","1733.5","9.55E-05","","3","","1","3","6","1","3","1","","5","6","1"
"870904075312","24620235","","5","5","527024","469948","","1941000","","","","","","","","","","0","","","","-3058","3622.333333","","","4","2","","1","7","","6","","1","7","7","3"
"870905135516","24378861","","","2","","898721","","934620","","","","","24707","","24993.77778","","","0","2","1","OTLNFNCE","-414","25596.33333","0.041113139","1","1","","","1","3","","2","","","5","3","0"
"870905235533","22469661","","2","8","30000","4236633","","4548380","","","","","","","","-5194.833333","","0","","","","-711.5","26988","","3","2","1","","2","9","","7","1","1","9","5","2"
"870905495597","30476928","","","7","","","","420000","","","","","","","","-532","","0","","","","-3416.75","7974","","","2","","1","2","4","1","2","1","","4","4","2"
"870906115605","23714891","","","1","","10593","","263988","","","","","","","","-805","","0","","","","-408","370.5","","","2","","","2","5","","3","1","","5","4","2"
"870906295255","24217985","","","","","694623","","1296000","","","","","","","","","","0","1","","","-1524.5","384.6666667","","4","1","","","","2","","2","","","3","2","1"
"870906525911","25160399","","","","","","","","","","","","","","","-610","","0","","","","-633.2","","","","","","1","1","1","1","","1","","1","1","0"
"870907025038","25785363","","","","","190774","1","218500","","","1","2698753","0","7156","21197.11111","-3882.727273","","24","5","3","HSLNFNCE","-6278","625","0.045650838","2","","","3","4","5","3","1","3","","5","5","0"
"870907085612","24912025","","","2","","1308011","","1394088","","","","","9090","","9159.333333","-439.9375","","0","1","1","OTLNFNCE","-413.6","","0.025828293","","","","4","4","6","4","2","4","","6","6","0"
"870907085727","22687779","","","","","","","84000","","","","","","","","","","0","","","","-90","458.6666667","","","1","","","","1","","1","","","1","1","0"
"870907145291","20813298","","","8","","3036826","","4878996","10259","","","276705","178","","13620.33333","-3523.5","","1","3","1","CRDTCARD","-21081","4265.75","0.001814587","","4","","1","2","8","1","6","1","","8","8","0"
"870907565077","23581762","","","2","","0","","988548","","","","","","","","-1214.571429","","0","","","","-41.33333333","19","","","","","","2","3","","1","1","","2","2","1"
"870908085761","24710156","","2","6","4000","224029","","390000","","","","","81","","82.1","-1187.375","","0","1","1","OTLNFNCE","-1072","1398","2.80E-05","","","1","1","2","4","1","2","1","1","5","4","2"
"870910496113","25575059","","","","","16270","","60000","","","","","1195","","1355.833333","","","0","1","1","OTLNFNCE","-70","","0.210018752","","","","1","1","2","1","1","1","","1","2","0"
"870912025024","28908749","","","","","","","","","","","","","","","-377.2380952","","0","","","","-358.2","","","","","","1","1","1","1","","1","","1","1","0"
"870912025630","18606542","","","1","","","1","","","","","42250","21125","","","","","2","","","","","","","","","","1","1","1","1","","1","","","1","0"
"870913305466","26381844","","2","2","","549972","2","1405932","4692.25","","","","38517","","44093.08333","","2094","0","2","1","OTLNFNCE","-158","63","0.218056445","4","2","1","","","5","","5","","1","3","5","1"
"870913385304","21841416","","3","10","100000","","","108000","","","","","","","","-845.3529412","","0","","","","-572.3333333","298.5","","","2","","2","2","4","2","2","2","","6","4","2"
"870914235543","23400937","","","1","","197427","","233532","","","","","16284","","16452.25","-430.6666667","","0","1","1","OTLNFNCE","-578.2","","0.097566188","4","","","1","2","3","1","1","1","","3","3","0"
"870914235615","26152548","","","5","","930067","","2227260","","","","8159091","13753","","21792.85714","","","10","4","1","OTLNFNCE","-8125.666667","1488","0.003793331","1","3","1","","1","7","","6","","1","7","7","1"
"870915235473","27748540","","","5","","","","25000","1600","","","","","","","-1337.466667","","0","1","","","-858.25","108820","","","1","","1","3","3","1","1","2","","4","2","3"
"870915565480","24592286","","2","3","","888844","","1323200","","","1","677753","21029","88866","","-1433.615385","","14","2","2","PCPASCAR","-3297.75","3235","0.076773624","","1","2","2","2","5","2","3","2","2","5","5","0"
"870916115027","25693095","","","3","","492250","","852000","","","","96767","22205","","","-1314.545455","","4","1","","","-1449.8","","","","1","2","3","4","7","3","3","3","2","7","7","0"
"870916565343","23580261","","1","3","72000","325629","","782872","837","1","","","","","","-1712.583333","","0","1","","","-3249.666667","36006.5","","1","3","1","2","3","6","2","3","2","1","8","6","1"
"870917145324","25397640","","1","6","","124777","","459000","","1","","","","","","-274.9411765","","0","","","","-1634.25","3748","","1","4","1","1","1","5","1","4","1","1","6","5","2"
"870918065246","25297845","","6","7","","","","","","","","","","","","-752.6521739","","0","","","","-450","","","","","","2","3","3","2","","2","","3","3","4"
"870918115194","24810018","","2","2","34900","","","108000","","","1","","","","","-468.5","","0","","","","-971.6","","","","1","","1","2","3","1","1","1","","3","3","1"
"870919146056","24662345","","3","6","130000","702397","","1014000","","","","","","","","-354.5882353","","0","","","","-1208.6","","","","1","1","1","3","5","1","2","1","1","5","5","1"
"870919435085","28534349","","5","6","","169929","","519672","","","","","14077","","14160.75","-2992.4","","0","1","1","OTLNFNCE","-19669.5","5308.666667","0.049332921","5","2","","2","2","5","2","3","2","","5","5","1"
"870920115046","25455723","","","1","","785596","","1100100","7509.5","","","10533","","","","-1194.230769","","1","2","","","-1738.8","","","1","1","1","2","2","6","2","4","2","1","5","5","0"
"870920145245","22485648","","23","31","49000","154090","","758600","","","","20839","","","","-962.3333333","","1","1","","","-523","10904.75","","","5","1","2","2","9","2","7","2","1","9","8","12"
"870920526021","26333282","","","","","1777195","","1980000","","","","","","","","","","0","","","","-1766.333333","1561","","1","2","3","","1","5","","4","","3","6","5","4"
"870921075285","24375659","","1","5","10000","73524","","168500","","","","","1634","","1698.166667","-535.9411765","","0","1","","","-952.6","","","","","1","1","2","5","1","3","1","1","5","5","2"
"870921526138","22576896","","1","5","","774438","","1177440","8626","2","","","8467","","8626","","","0","1","1","CRDTCARD","-159","170.5","0.017228294","3","2","3","","","7","","7","","3","7","7","1"
"870923145195","23009757","","2","4","","103502","","180000","","","","1532","","","","-527.5882353","","2","1","","","-1191.5","376","","","","1","1","3","3","1","1","2","1","4","3","1"
"870923235860","22034915","","","7","","","","54000","50.5","","","","25","","50.5","","","0","1","1","CRDTCARD","-257.8","","1.80E-05","","1","","","2","3","","1","","","3","3","2"
"870923435483","26466663","","","3","","1556812","","1560000","","1","","","","","","-4071.882353","","0","","","","-775.25","550","","3","","1","2","3","3","2","1","3","1","4","3","4"
"870924105179","26839168","","3","4","","173729","","490000","138.4","","","","14767","","14848.09091","-554.2631579","","0","2","1","OTLNFNCE","-1992","1003","0.006185827","4","5","","1","2","6","1","4","1","","8","5","2"
"870925035387","31555725","","","","","","","","","","","383939","34862","37190","","-581.6428571","","10","1","1","PCPASCAR","-618","144","0.114120889","","","","1","1","1","1","","1","","1","1","0"
"870925055222","23426721","","","1","","924824","","1233444","","","","","","","","","","0","","","","-620.5","103.3333333","","3","","2","","","3","","3","","2","4","3","1"
"870925305527","26572614","","9","12","10800","2087271","","2328000","","","","","","","","","","0","","","","-1362.4","","","","","1","","1","2","","1","","1","2","2","0"
"870926055291","24047473","","","4","","221896","","666564","","","","","","","","","","0","1","","","-444.3333333","1129.5","","","1","1","","1","4","","3","","1","4","4","1"
"870926065297","25318755","","1","1","72351","821485","","928994","","","","","55000","","55333.75","","","0","1","","","-11135","","","","","","","","2","","2","","","2","2","1"
"870926146206","21790337","","1","1","206586","4921399","","5149970","","","","","389422","","389422","","","0","2","","","","839.2","","5","","","","","3","","3","","","3","2","1"
"870927075219","26181306","","3","3","818837","","","","","","","","","","","-561.6956522","","0","","","","-1241.4","","","","","","1","2","2","1","","1","","2","2","2"
"870929565609","26425191","","11","11","334618","768957","","1250000","","","","","","","","","","0","","","","-822.25","51733","","","2","1","","1","6","","5","","1","4","3","3"
"870930055200","22653604","","","","","894639","1","1045680","","1","","","73089","","74553.25","","30401","0","2","2","PELNFNCE","-832.6","","0.047188117","2","","1","","1","4","","3","","1","3","4","0"
"871001435035","24358031","","4","6","61800","1560697","","1613291","","","","","","","","-457","","0","1","","","-755","47049","","1","","1","1","1","4","1","3","1","1","5","4","3"
"871002145398","27261181","","","","","","","","","","","","","","","-539.9411765","","0","","","","-560.2","","","","","","1","1","1","1","","1","","1","1","0"
"871003035553","25288476","","","2","","3144539","","3096452","","","","","","","","","","0","2","","","-986.25","257","","1","","2","","","4","","4","","2","5","3","1"
"871004145463","22068199","","1","1","105000","","","144000","","","","","","","","-3091.416667","","0","","","","-1475.6","","","","1","","1","2","3","1","1","2","","3","2","5"
"871005025463","23443341","","","","","","","","","","","5465990","88009","89461","","-1110.692308","","24","2","2","HSLNFNCE","-1252","1664","0.08436054","","","","1","3","3","1","","1","","3","3","0"
"871005105244","23335107","","","","","667709","","840000","","","","","24850","","30178.25","","25109","0","2","2","PELNFNCE","-267.75","285","0.159802351","1","","2","","","2","","2","","2","2","2","0"
"871005115581","24162337","","2","2","","45606","","53400","","","","","3261","","3800.5","","","0","1","1","OTLNFNCE","-175.5","","0.234301539","","","","","","1","","1","","","1","1","2"
"871005605003","25216685","","","2","","","","912000","","","","","","","","-1248.352941","","0","","","","-5446","262","","","3","","1","3","6","1","3","1","","5","6","1"
"871006025043","24430043","","","","","1484923","","2618820","","1","","105264","19182","","19270","-649.5454545","","3","2","1","OTLNFNCE","-2538.333333","1790","0.006286802","2","3","5","1","3","12","1","9","1","5","9","12","0"
"871007086163","24965064","","2","4","51327","157484","","157221","","","","","","","","-680.9090909","","0","","","","-750.25","51832","","1","","","1","1","2","1","1","1","","2","2","0"
"871007235763","27239496","","4","5","","392941","1","414792","","","","0","30679","0","30818.5","","","24","1","1","OTLNFNCE","-291","72","0.229550017","1","","1","1","3","4","1","2","1","1","4","4","0"
"871007355001","24389105","","16","27","8000","23190","","193500","2146","","1","","","","","-659.1176471","","0","1","","","","57496.2","","","5","1","2","3","9","2","6","2","1","11","7","7"
"871007385032","19815459","","1","1","","","1","","","","","0","0","0","","","","24","","","PCPASCAR","","","","","","","1","1","1","1","","1","","","1","0"
"871008265040","26147357","","","","","17058","","121200","","","","","","","","","","0","","","","-279.6","","","","","1","","","1","","1","","1","2","1","0"
"871009085631","24443399","","8","8","3899","54627","","93592","","","","577462","143699","","","","","4","1","1","HSLNFNCE","","164","0.598279742","","","1","","2","4","1","2","1","1","3","4","1"
"871009145702","21903405","","","","","0","1","60000","","","","","0","","0","","0","0","1","","PELNFNCE","","","0","","","1","","","1","","1","","1","1","1","0"
"871010035535","24548696","","3","5","","348623","","668140","1803","","","0","0","0","16894.66667","","","20","3","2","PELNFNCE","-52026","321","0.012692165","1","3","1","1","3","5","1","4","1","","7","5","2"
"871011125428","26118900","","2","2","55000","1303495","","1560000","","1","2","","","","","-2111.454545","","0","","","","-12636.5","1099.666667","","3","","2","1","2","4","1","2","2","2","4","3","3"
"871013095189","20185094","","","2","","","","60000","","","","","","","","-506.75","","0","","","","-567","","","","1","","2","3","3","2","1","2","","4","2","2"
"871013105316","24404956","","","1","","0","","27594","","","","277666","131865","","","-757","","8","2","1","HSLNFNCE","-511.25","277","0.08206467","","","","","2","2","","1","1","","2","2","0"
"871013526591","23763494","","3","5","20000","415084","","544072","","","","","","","","-401.625","","0","","","","-821","","","","","3","2","2","8","2","6","2","3","5","7","6"
"871014025975","23195240","","3","8","","1915436","","1809948","","2","","","","","","","","0","","","","","406","","5","1","2","","","4","","4","","2","5","4","2"
"871015435757","26679780","","","","","","","","","","","15450","","","","-307.9444444","","1","1","","","-316.8","","","","","","1","1","1","1","","1","","1","1","1"
"871015526616","26529442","","","","","1171642","","1500348","","","1","","4161","","4201.333333","-897.6","","0","1","1","OTLNFNCE","-1018","480.25","0.002471405","1","1","","1","2","5","1","3","1","","5","5","1"
"871015565172","17862826","","","","","560538","","504000","","","","","45173","","46711.5","","","0","1","1","OTLNFNCE","-613.2","","0.072426745","1","","","","1","2","","1","","","2","2","1"
"871017065331","24470368","","6","6","1147399","40966","","151404","","","","193400","4036","","4064.2","","","1","2","1","OTLNFNCE","-1289.4","","0.003549181","4","","1","","1","3","","2","","1","3","3","2"
"871019135241","25034126","","","2","","1274447","","1990652","","","","","","","","","","0","","","","-8771.2","","","","2","1","","","6","","6","","1","6","6","2"
"871019145247","26793285","","7","11","1311210","","","110000","","","","325216","17562","18923","","-1167.230769","","14","1","1","PCPASCAR","-1418.6","","0.064323733","","1","","1","1","2","1","1","1","","2","2","7"
"871019145415","24273910","","1","7","","","","1596000","10921","","","","","","","","","0","1","","","-6972.75","6550","","","5","","","2","7","","5","","","7","7","2"
"871020025226","28114688","","","","","179593","","231420","","1","","3633653","29365","15299","14966.08333","-410.3076923","5800","24","4","4","HSLNFNCE","-1630.666667","772.5","0.095010028","1","","1","1","2","4","1","2","1","1","4","4","0"
"871020087101","27293192","","2","2","38200","261761","","358050","","","1","","","","","-257","","0","","","","-257","38413","","","","","1","1","2","1","1","1","","2","2","0"
"871020115774","24158498","","","2","","246756","","242412","","","","18314","20470","497","20563","-810","","11","2","2","OTLNFNCE","","17","0.220437593","5","","","1","1","2","1","1","1","","2","2","1"
"871020527365","24343931","","","","","","","","","","","","","","","","","0","","","","-278.8","","","","","","","1","1","","","","","1","1","0"
"871022526542","24839220","","6","6","100000","100282","","124404","","","","1766745","11539","1848","9721","-1116","","20","3","1","OTLNFNCE","-3078.75","198752","0.002083662","4","","","1","3","4","2","1","2","","4","4","2"
"871023236037","21349282","","","","","","","180000","231","","","371683","18264","","","-1784.461538","","3","3","","","-4554.5","5983","","","2","","1","2","4","1","2","1","","4","4","0"
"871023496058","26915505","","","","","1126060","","2528640","","","1","","","","","-907.7727273","","0","","","","-2372.25","500","","","1","","2","3","6","2","3","2","","5","6","1"
"871024295194","28946399","","","","","1661495","1","2115096","25","","","","25","","17358.75","","","0","2","1","OTLNFNCE","-1130.8","","0.061626346","","1","1","","","6","","6","","1","6","6","1"
"871024495225","23001273","","","","","","1","","","","","31153","0","3024","","-996.2","","11","1","1","PCPASCAR","-1128.75","298","0.006112511","","","","1","2","2","1","","1","","2","2","6"
"871025115255","25739548","","","","","","","","","","","168241","2005","4424","","-671.8666667","","23","1","1","PCPASCAR","-709.4","","0.093419979","","","","1","1","1","1","","1","","1","1","1"
"871025355013","23608326","","4","8","105000","","","60000","6023","","1","617663","41626","69982","6023","-1753.125","","8","4","2","PCPASCAR","-2704.5","1298","0.034521521","","1","","2","3","4","2","1","2","","4","4","3"
"871026435621","25240790","","3","3","52708","1179625","","1635284","","","","","","","","","","0","","","","-1791.75","220","","","3","1","","1","7","","6","","1","7","7","0"
"871028495521","29571981","","","","","","","","","","","2137849","81929","","","-935.8235294","","24","2","1","FNINSOFN","","134.2","0.171174442","","","","1","2","2","1","","1","","2","2","0"
"871030295123","26534856","","2","3","271737","38524","","165696","","","","","","","","-513.4210526","","0","","","","-746.6","","","","","1","1","1","2","1","1","1","1","2","2","0"
"871030355421","23047436","","","5","","974944","","1074525","","2","2","59371","22834","","22834","-907.2","","4","3","","","-3114.5","1780","","1","","2","1","3","7","1","4","1","2","7","6","2"
"871101025981","28082827","","","1","","1683268","","2016000","58","","1","","140455","","140896.6","-889.8888889","","0","2","","","-1200.2","","","1","2","1","1","1","3","1","2","1","1","4","3","0"
"871101115610","28963637","","","3","","900104","","1134720","","","","","","","","-3520.142857","","0","1","","","-622.6","","","","","1","","1","2","","2","1","1","3","2","1"
"871101236033","19375966","","11","25","250000","501367","","1856764","","","","","","","","-2816.380952","","0","","","","-3280.25","245801","","1","3","","6","7","12","6","5","6","","12","12","8"
"871101236607","23694022","","3","3","","","","186000","","","","","","","","-503.4705882","","0","","","","-495.2","","","","1","","1","2","3","1","1","1","","3","3","4"
"871102035196","23808699","","","","","","1","","","","","89277","2385","3885","","-512.3333333","","24","1","","PCPASCAR","-750","","0.174914173","","","","1","2","2","1","","1","","2","2","0"
"871102355317","28723237","","1","2","39000","196837","","1029348","","1","","","","","","","","0","","","","-460","9073.666667","","3","","3","","","4","","4","","1","3","4","2"
"871103125177","24499300","","1","3","","-2","","66800","","","2","62120","8718","8865","","-248","","7","1","1","PCPASCAR","-484","563","0.001790908","","1","1","1","2","4","1","2","1","1","4","4","1"
"871103146074","20509623","","4","4","80000","","","","","","","","","","","","","0","","","","","","","","","","","2","2","","","","","","2","2"
"871103146074","20509623","","4","4","80000","","","","","","2","160769","80179","80590","","-287","","2","1","1","PCPASCAR","-287","26959","0.401288464","","","","1","3","3","1","","1","","1","3","2"
"871103146074","20509623","","4","4","80000","","","","","","","","","","","","","0","","","","","","","","","","","2","2","","","","","","2","2"
"871103146074","20509623","","4","4","80000","","","","","","2","160769","80179","80590","","-287","","2","1","1","PCPASCAR","-287","26959","0.401288464","","","","1","3","3","1","","1","","1","3","2"
"871104075239","25750697","","2","3","80000","1846842","","2455000","","","","","","","","","","0","","","","-1270.2","","","","","2","","1","5","","4","","2","5","3","3"
"871104115587","25182957","","","7","","","","81600","3941.888889","","","1233268","2986","","4209.857143","","","6","4","4","HSLNFNCE","-53.5","705.6666667","0.137355968","","2","","","2","4","","2","","","4","4","2"
"871108045002","24419881","","","","","918826","","1068000","","","","","","","","-225.5555556","","0","","","","-174.2","","","","","2","","1","2","","2","1","2","3","2","2"
"871108055163","24493490","","7","10","150992","1248180","","1884297","","","1","","15194","","15807.5","-599.8571429","","0","2","1","OTLNFNCE","-809","664.5","0.001774751","","1","","1","2","6","1","4","1","","7","5","2"
"871108085856","28643238","","1","12","","1046297","","1263876","4458.333333","1","","","4350","","22605.28571","","","0","4","2","OTLNFNCE","-241.5","1302","0.053613395","4","2","2","","","5","","5","","2","6","5","2"
"871109026161","24991147","","","1","","5460","","40000","","","","","","","","-817.1666667","","0","","","","-1011","","","","","","2","2","3","2","1","2","","3","3","0"
"871109035877","21305340","","","2","","1144742","","1728000","","","1","58522","29150","","","-326.7777778","","2","1","","","-955.6","","","","","3","1","1","4","1","3","1","3","4","4","1"
"871109145603","23184982","","2","14","160000","","","","","","","","","","","","","0","","","","","","","","","","","2","2","","","","","2","2","2"
"871109526377","28653347","","","","","","1","186000","12544.42857","","","216744","41776","","","-889","","5","3","","","-1529.4","","","","2","","1","1","3","1","2","1","","3","3","2"
"871110045327","23779777","","","4","","","","","","","","","","","","","","0","","","","-9.5","7","","","","","","1","1","","","","","1","1","0"
"871110145504","19657178","","1","1","51773","515302","","569503","","","","","","","","-486.9411765","","0","","","","-529","","","2","","","1","1","2","1","1","1","","2","2","1"
"871110145598","24437734","","3","4","","","","2748000","","","","","","","","-2636.4375","","0","","","","-11044.75","4501","","","5","","","2","6","1","4","1","","7","6","1"
"871110146443","25418302","","5","7","6770","212553","","351652","","","","","","","","","","0","","","","-343.2","","","","","2","","2","5","","3","","2","5","3","4"
"871110495440","21815932","","2","2","3000","","","9000","","","","","","","","","","0","","","","","897","","","1","","","","1","","1","","","1","1","1"
"871111115307","25939841","","","","","168909","","126000","","","","","13816","","14075.75","","","0","1","1","OTLNFNCE","","24.4","0.254116712","5","","","","","1","","1","","","1","1","1"
"871111295299","24847114","","1","1","","","","84000","","","","4183548","320246","","","","","13","1","","","","742.2","","","1","","","1","2","","1","","","2","2","1"
"871112495428","25120539","","5","6","97000","2039536","","2341650","","1","","","","","","","","0","","","","-1599","364.5","","4","1","3","","","5","","5","","3","5","4","2"
"871113105575","23165204","","3","5","15000","593044","","773400","","","","","","","","-505","","0","","","","-828.5","943.6666667","","3","2","2","1","1","6","1","5","1","2","3","5","3"
